payment_id,timestamp,settlement_time,payment_system,counterparty_type,direction,amount,cluster
PAY-001796,2024-01-15 14:12:11.003773790,2024-01-15 14:19:57.790966212,INTERNAL,BANK,INFLOW,213078.2,0
PAY-001130,2024-01-15 14:12:23.400816963,2024-01-15 14:19:16.546316190,INTERNAL,BANK,OUTFLOW,2209038.56,0
PAY-001052,2024-01-15 14:12:32.825713970,2024-01-15 14:18:17.934837198,INTERNAL,BANK,OUTFLOW,1161953.17,0
PAY-000021,2024-01-15 14:12:34.789321154,2024-01-15 14:17:12.200358273,TARGET2,CORPORATE,INFLOW,30039.63,2
PAY-001782,2024-01-15 14:12:38.502438384,2024-01-15 14:14:07.819625767,TARGET2,CENTRAL_BANK,INFLOW,390199.64,2
PAY-000349,2024-01-15 14:13:00.525612164,2024-01-15 14:18:36.752425948,SWIFT,BANK,OUTFLOW,1232975.36,3
PAY-000832,2024-01-15 14:13:08.253957368,2024-01-15 14:14:44.521849905,SWIFT,CCP,OUTFLOW,1645151.94,3
PAY-000897,2024-01-15 14:13:48.366844212,2024-01-15 14:20:59.920180086,SECURITIES,BANK,OUTFLOW,95461.03,3
PAY-000357,2024-01-15 14:13:49.667568349,2024-01-15 14:16:18.810013476,TARGET2,CORPORATE,INFLOW,781388.35,2
PAY-000227,2024-01-15 14:14:11.386087604,2024-01-15 14:16:53.860881697,TARGET2,CENTRAL_BANK,OUTFLOW,242487.3,1
PAY-001105,2024-01-15 14:14:15.460430067,2024-01-15 14:16:56.827028189,TARGET2,BANK,INFLOW,56801.34,2
PAY-001907,2024-01-15 14:14:26.074399461,2024-01-15 14:17:58.228556687,SWIFT,CORPORATE,INFLOW,85395.82,2
PAY-000711,2024-01-15 14:14:34.104974736,2024-01-15 14:20:04.275406522,SECURITIES,CORPORATE,OUTFLOW,296359.65,1
PAY-001340,2024-01-15 14:15:13.136333799,2024-01-15 14:23:13.871132084,TARGET2,BANK,INFLOW,24159.75,2
PAY-000710,2024-01-15 14:15:34.071524719,2024-01-15 14:23:30.309076908,TARGET2,CCP,OUTFLOW,195745.65,3
PAY-001416,2024-01-15 14:15:35.830464525,2024-01-15 14:21:27.739264544,TARGET2,CENTRAL_BANK,INFLOW,113104.22,2
PAY-000428,2024-01-15 14:15:52.211962151,2024-01-15 14:21:09.204676866,INTERNAL,CCP,OUTFLOW,1099708.25,0
PAY-000603,2024-01-15 14:16:41.786021443,2024-01-15 14:19:21.221198703,SWIFT,CORPORATE,INFLOW,9247.96,2
PAY-001144,2024-01-15 14:16:51.893983185,2024-01-15 14:26:41.100811455,TARGET2,CORPORATE,OUTFLOW,695612.57,1
PAY-000511,2024-01-15 14:17:29.422825437,2024-01-15 14:21:58.064751019,TARGET2,CCP,INFLOW,57823.18,2
PAY-001229,2024-01-15 14:17:31.224682719,2024-01-15 14:22:32.712123777,TARGET2,CORPORATE,INFLOW,15888.46,2
PAY-000225,2024-01-15 14:17:52.748986271,2024-01-15 14:24:55.866355268,INTERNAL,CCP,OUTFLOW,111697.24,0
PAY-001888,2024-01-15 14:17:59.393447749,2024-01-15 14:21:58.728089183,SWIFT,CORPORATE,OUTFLOW,86118.84,1
PAY-000416,2024-01-15 14:18:15.015683953,2024-01-15 14:25:25.364125669,SWIFT,CCP,OUTFLOW,257521.5,3
PAY-000147,2024-01-15 14:18:26.527619908,2024-01-15 14:27:06.588739132,SWIFT,BANK,INFLOW,633130.04,2
PAY-000037,2024-01-15 14:18:26.816196964,2024-01-15 14:24:48.785478119,TARGET2,CCP,INFLOW,626315.24,2
PAY-000973,2024-01-15 14:18:30.394732164,2024-01-15 14:21:02.031075574,TARGET2,CORPORATE,OUTFLOW,621990.88,1
PAY-001939,2024-01-15 14:18:48.093921044,2024-01-15 14:20:10.957224372,TARGET2,BANK,INFLOW,1891547.29,2
PAY-000930,2024-01-15 14:19:14.826316168,2024-01-15 14:20:51.341120287,SWIFT,BANK,OUTFLOW,33324.29,3
PAY-001819,2024-01-15 14:19:21.115549818,2024-01-15 14:25:23.980799203,TARGET2,BANK,OUTFLOW,198569.8,3
PAY-000012,2024-01-15 14:19:32.872397969,2024-01-15 14:23:14.609142717,INTERNAL,CORPORATE,OUTFLOW,712344.12,1
PAY-001791,2024-01-15 14:19:33.934722859,2024-01-15 14:26:38.395357296,SWIFT,BANK,OUTFLOW,427193.86,3
PAY-001215,2024-01-15 14:20:32.600956611,2024-01-15 14:26:29.232721039,SECURITIES,CORPORATE,OUTFLOW,851835.0,1
PAY-001890,2024-01-15 14:20:46.826690380,2024-01-15 14:29:32.665318286,INTERNAL,CORPORATE,INFLOW,57512.29,0
PAY-001380,2024-01-15 14:21:08.757286902,2024-01-15 14:30:23.560385216,SWIFT,CCP,INFLOW,794474.97,2
PAY-001724,2024-01-15 14:21:10.579497358,2024-01-15 14:26:07.899651310,TARGET2,BANK,OUTFLOW,201229.17,3
PAY-000078,2024-01-15 14:22:04.634189427,2024-01-15 14:27:03.394410457,TARGET2,CORPORATE,OUTFLOW,184834.3,1
PAY-000831,2024-01-15 14:22:05.074925622,2024-01-15 14:30:02.493319765,TARGET2,CORPORATE,INFLOW,171502.09,2
PAY-001011,2024-01-15 14:22:20.048911913,2024-01-15 14:24:41.401400926,SECURITIES,BANK,OUTFLOW,642282.94,3
PAY-000390,2024-01-15 14:23:00.763967020,2024-01-15 14:24:13.341139422,TARGET2,BANK,INFLOW,47658.48,2
PAY-001069,2024-01-15 14:23:15.867230692,2024-01-15 14:26:46.320172664,SWIFT,CENTRAL_BANK,OUTFLOW,49462.77,1
PAY-001711,2024-01-15 14:23:40.707684376,2024-01-15 14:33:06.173345356,SWIFT,CORPORATE,OUTFLOW,512732.5,1
PAY-001561,2024-01-15 14:23:41.671476448,2024-01-15 14:26:53.267723733,SWIFT,CORPORATE,OUTFLOW,398592.02,1
PAY-001773,2024-01-15 14:24:07.310109753,2024-01-15 14:25:33.497184179,TARGET2,CCP,OUTFLOW,917601.03,3
PAY-001264,2024-01-15 14:24:11.932744814,2024-01-15 14:32:29.818071074,INTERNAL,CORPORATE,INFLOW,86927.15,0
PAY-001997,2024-01-15 14:25:14.060088369,2024-01-15 14:26:36.111310933,INTERNAL,CORPORATE,OUTFLOW,514862.66,1
PAY-000517,2024-01-15 14:25:19.567275031,2024-01-15 14:30:12.038522490,TARGET2,CORPORATE,OUTFLOW,549165.61,1
PAY-000253,2024-01-15 14:25:42.102895232,2024-01-15 14:27:26.888455580,TARGET2,CENTRAL_BANK,OUTFLOW,579963.0,1
PAY-000334,2024-01-15 14:26:10.697450499,2024-01-15 14:29:28.406880358,SWIFT,CORPORATE,INFLOW,72510.49,2
PAY-000853,2024-01-15 14:27:00.581014830,2024-01-15 14:28:38.732401346,SECURITIES,BANK,OUTFLOW,478390.39,3
PAY-000648,2024-01-15 14:27:13.782238551,2024-01-15 14:36:46.567881717,SWIFT,BANK,INFLOW,32056.11,2
PAY-001730,2024-01-15 14:27:15.283475069,2024-01-15 14:30:13.815716581,TARGET2,CORPORATE,INFLOW,1155263.36,2
PAY-000001,2024-01-15 14:27:32.524810841,2024-01-15 14:36:42.411392442,TARGET2,CORPORATE,OUTFLOW,740614.12,1
PAY-000065,2024-01-15 14:28:03.488954729,2024-01-15 14:31:46.167297029,TARGET2,BANK,OUTFLOW,79714.92,3
PAY-001132,2024-01-15 14:28:27.535432879,2024-01-15 14:33:59.241212389,SWIFT,CORPORATE,INFLOW,516415.55,2
PAY-001246,2024-01-15 14:29:16.295261260,2024-01-15 14:33:03.696574493,SECURITIES,CORPORATE,INFLOW,1086269.88,0
PAY-000685,2024-01-15 14:30:01.155721908,2024-01-15 14:36:34.348093394,TARGET2,BANK,OUTFLOW,503076.63,3
PAY-001090,2024-01-15 14:30:26.821957409,2024-01-15 14:40:24.730676533,INTERNAL,CORPORATE,OUTFLOW,358683.53,1
PAY-001991,2024-01-15 14:30:30.231289085,2024-01-15 14:35:40.635394444,INTERNAL,BANK,INFLOW,244128.47,0
PAY-001287,2024-01-15 14:30:48.738548401,2024-01-15 14:38:22.179115371,SWIFT,CENTRAL_BANK,OUTFLOW,468024.56,1
PAY-000966,2024-01-15 14:30:57.030963288,2024-01-15 14:33:16.207460434,SWIFT,BANK,INFLOW,100003.6,2
PAY-000185,2024-01-15 14:31:48.658106389,2024-01-15 14:37:10.133404100,TARGET2,CCP,OUTFLOW,63647.49,3
PAY-000910,2024-01-15 14:32:22.937742136,2024-01-15 14:35:42.576272502,SECURITIES,BANK,OUTFLOW,812262.47,3
PAY-001975,2024-01-15 14:32:35.436480055,2024-01-15 14:40:05.089271976,SECURITIES,BANK,INFLOW,2020871.32,0
PAY-000906,2024-01-15 14:32:49.416058175,2024-01-15 14:42:17.006658775,TARGET2,BANK,OUTFLOW,187944.7,3
PAY-000167,2024-01-15 14:32:52.051458359,2024-01-15 14:36:37.709463490,SECURITIES,CCP,OUTFLOW,242019.42,3
PAY-000069,2024-01-15 14:33:51.535946977,2024-01-15 14:38:52.983744108,TARGET2,CENTRAL_BANK,INFLOW,145780.28,2
PAY-000870,2024-01-15 14:35:21.173044679,2024-01-15 14:43:36.911452701,SWIFT,CCP,OUTFLOW,144811.26,3
PAY-001672,2024-01-15 14:37:26.578906416,2024-01-15 14:47:18.108472778,INTERNAL,CORPORATE,OUTFLOW,109476.16,1
PAY-000555,2024-01-15 14:37:29.527860031,2024-01-15 14:47:00.862623379,TARGET2,BANK,INFLOW,235497.17,2
PAY-000497,2024-01-15 14:38:12.792451458,2024-01-15 14:40:56.642033206,TARGET2,BANK,OUTFLOW,250299.39,3
PAY-001257,2024-01-15 14:38:34.005901212,2024-01-15 14:40:58.070507659,SWIFT,CORPORATE,INFLOW,59105.72,2
PAY-001255,2024-01-15 14:39:34.286853078,2024-01-15 14:41:32.264411908,SECURITIES,CORPORATE,OUTFLOW,162392.67,1
PAY-001627,2024-01-15 14:40:15.773950750,2024-01-15 14:41:29.561142804,SECURITIES,BANK,OUTFLOW,963367.3,3
PAY-000846,2024-01-15 14:40:45.583045554,2024-01-15 14:43:31.299710747,SWIFT,BANK,INFLOW,18384.6,2
PAY-000795,2024-01-15 14:40:48.313134152,2024-01-15 14:49:46.002535583,TARGET2,BANK,OUTFLOW,54077.75,3
PAY-000774,2024-01-15 14:41:48.402498905,2024-01-15 14:48:18.753090307,INTERNAL,CORPORATE,INFLOW,111982.18,0
PAY-001235,2024-01-15 14:41:51.127405727,2024-01-15 14:49:03.593467334,INTERNAL,BANK,OUTFLOW,338414.0,0
PAY-000750,2024-01-15 14:42:10.498039289,2024-01-15 14:47:07.032501175,SWIFT,CORPORATE,INFLOW,54641.86,2
PAY-000912,2024-01-15 14:42:34.888000778,2024-01-15 14:43:36.540997404,INTERNAL,BANK,OUTFLOW,838866.56,0
PAY-000744,2024-01-15 14:42:55.087609239,2024-01-15 14:44:11.957737893,INTERNAL,BANK,INFLOW,404812.89,0
PAY-000073,2024-01-15 14:43:19.286371970,2024-01-15 14:48:12.747500264,TARGET2,CORPORATE,OUTFLOW,25351.7,1
PAY-000751,2024-01-15 14:44:00.125241676,2024-01-15 14:49:16.076857111,TARGET2,CCP,INFLOW,416438.79,2
PAY-000920,2024-01-15 14:45:24.548993602,2024-01-15 14:51:58.560721313,SECURITIES,BANK,INFLOW,231313.69,0
PAY-000840,2024-01-15 14:45:34.092073166,2024-01-15 14:50:51.285726431,TARGET2,CCP,INFLOW,712232.49,2
PAY-000377,2024-01-15 14:46:11.482764115,2024-01-15 14:55:50.872587998,TARGET2,CORPORATE,OUTFLOW,169965.98,1
PAY-001992,2024-01-15 14:47:20.412933070,2024-01-15 14:52:14.629818861,SECURITIES,CORPORATE,OUTFLOW,794812.42,1
PAY-000160,2024-01-15 14:48:19.300089984,2024-01-15 14:57:27.733519210,TARGET2,BANK,INFLOW,572739.05,2
PAY-001722,2024-01-15 14:48:32.226012339,2024-01-15 14:54:30.601899816,TARGET2,CCP,OUTFLOW,13173.45,3
PAY-001953,2024-01-15 14:48:45.709972905,2024-01-15 14:58:06.995824777,SWIFT,BANK,INFLOW,577736.3,2
PAY-001657,2024-01-15 14:49:37.698447232,2024-01-15 14:51:07.660879955,SWIFT,CENTRAL_BANK,INFLOW,13232.89,2
PAY-001088,2024-01-15 14:50:45.024573943,2024-01-15 14:56:28.482505623,TARGET2,BANK,INFLOW,37133.4,2
PAY-000776,2024-01-15 14:52:10.122332785,2024-01-15 14:59:03.275420650,SWIFT,CORPORATE,INFLOW,88327.83,2
PAY-000140,2024-01-15 14:53:08.851490696,2024-01-15 15:02:07.231386073,SWIFT,CORPORATE,INFLOW,59383.76,2
PAY-000556,2024-01-15 14:53:38.510246606,2024-01-15 14:55:35.751592566,INTERNAL,BANK,INFLOW,98244.84,0
PAY-001847,2024-01-15 14:53:43.305345744,2024-01-15 15:02:07.115395709,SWIFT,CENTRAL_BANK,OUTFLOW,60802.04,1
PAY-001825,2024-01-15 14:54:44.776334156,2024-01-15 14:55:47.178807552,TARGET2,CENTRAL_BANK,OUTFLOW,300173.03,1
PAY-000345,2024-01-15 14:54:50.733055657,2024-01-15 15:03:43.986221062,SECURITIES,CORPORATE,OUTFLOW,240920.08,1
PAY-000560,2024-01-15 14:55:03.388386853,2024-01-15 15:02:18.579474927,SWIFT,CORPORATE,INFLOW,811787.65,2
PAY-001292,2024-01-15 14:55:39.559490046,2024-01-15 15:00:15.533154822,SWIFT,CENTRAL_BANK,OUTFLOW,20046.01,1
PAY-000332,2024-01-15 14:56:45.430283619,2024-01-15 14:59:15.767546957,TARGET2,CENTRAL_BANK,INFLOW,79391.99,2
PAY-001911,2024-01-15 14:58:37.259505694,2024-01-15 15:05:21.891144526,SWIFT,CORPORATE,INFLOW,23719.83,2
PAY-000027,2024-01-15 14:58:58.338879548,2024-01-15 15:07:22.009973534,SWIFT,CCP,OUTFLOW,106166.23,3
PAY-000580,2024-01-15 14:59:00.477534731,2024-01-15 15:05:14.350927071,INTERNAL,CCP,OUTFLOW,58308.23,0
PAY-000443,2024-01-15 14:59:16.733084002,2024-01-15 15:04:51.238931857,SECURITIES,BANK,OUTFLOW,1611975.31,3
PAY-000445,2024-01-15 14:59:48.986725760,2024-01-15 15:07:09.929364626,TARGET2,BANK,INFLOW,10325.43,2
PAY-001358,2024-01-15 15:00:22.594639161,2024-01-15 15:05:53.492033876,TARGET2,CORPORATE,INFLOW,95629.14,2
PAY-000676,2024-01-15 15:01:35.554063624,2024-01-15 15:03:59.924333094,TARGET2,CCP,OUTFLOW,719812.67,3
PAY-001729,2024-01-15 15:02:32.984675450,2024-01-15 15:05:07.584789965,INTERNAL,CORPORATE,INFLOW,99316.75,0
PAY-000269,2024-01-15 15:03:23.574718553,2024-01-15 15:09:53.419975804,SECURITIES,BANK,OUTFLOW,135731.26,3
PAY-000809,2024-01-15 15:04:06.398220688,2024-01-15 15:08:19.012332501,INTERNAL,CCP,INFLOW,34161.76,0
PAY-000813,2024-01-15 15:04:16.638498541,2024-01-15 15:06:56.821560942,TARGET2,BANK,OUTFLOW,205984.26,3
PAY-001594,2024-01-15 15:04:50.995240632,2024-01-15 15:07:21.925650900,INTERNAL,CENTRAL_BANK,INFLOW,12967.18,0
PAY-000636,2024-01-15 15:04:55.115178910,2024-01-15 15:09:19.690159675,TARGET2,BANK,OUTFLOW,82814.29,3
PAY-000318,2024-01-15 15:05:01.769227487,2024-01-15 15:11:46.444220399,INTERNAL,BANK,OUTFLOW,29879.34,0
PAY-000817,2024-01-15 15:05:11.125329777,2024-01-15 15:12:20.769898213,SWIFT,CENTRAL_BANK,OUTFLOW,4077288.13,1
PAY-001214,2024-01-15 15:06:13.545263895,2024-01-15 15:08:27.000084314,SWIFT,CORPORATE,INFLOW,125560.99,2
PAY-000970,2024-01-15 15:06:56.783221812,2024-01-15 15:12:33.285865882,SECURITIES,BANK,INFLOW,224791.48,0
PAY-001529,2024-01-15 15:07:25.024222390,2024-01-15 15:14:05.109620741,INTERNAL,BANK,OUTFLOW,34543.13,0
PAY-000655,2024-01-15 15:07:27.783303712,2024-01-15 15:17:02.630237984,SWIFT,BANK,INFLOW,519091.97,2
PAY-001168,2024-01-15 15:07:43.766555055,2024-01-15 15:11:27.625719646,INTERNAL,CORPORATE,OUTFLOW,118339.64,1
PAY-001245,2024-01-15 15:08:01.486151669,2024-01-15 15:10:57.627088073,TARGET2,BANK,OUTFLOW,460423.05,3
PAY-001047,2024-01-15 15:09:27.939456168,2024-01-15 15:10:38.879186577,INTERNAL,CENTRAL_BANK,INFLOW,187001.59,0
PAY-001732,2024-01-15 15:09:31.969856581,2024-01-15 15:18:24.202880102,TARGET2,BANK,OUTFLOW,140999.31,3
PAY-001163,2024-01-15 15:09:55.790796951,2024-01-15 15:16:52.505981723,INTERNAL,BANK,INFLOW,117424.89,0
PAY-000060,2024-01-15 15:10:10.625642313,2024-01-15 15:11:14.252165761,TARGET2,BANK,INFLOW,56501.21,2
PAY-001685,2024-01-15 15:10:46.574458263,2024-01-15 15:15:31.383742178,TARGET2,CENTRAL_BANK,OUTFLOW,9065.63,1
PAY-001538,2024-01-15 15:11:32.581373949,2024-01-15 15:20:16.086416878,INTERNAL,BANK,OUTFLOW,71574.84,0
PAY-000033,2024-01-15 15:11:41.664420875,2024-01-15 15:17:45.112519619,TARGET2,CORPORATE,OUTFLOW,14354.41,1
PAY-001247,2024-01-15 15:11:49.449881822,2024-01-15 15:16:59.850356247,TARGET2,CORPORATE,INFLOW,1017247.11,2
PAY-000599,2024-01-15 15:12:22.165497640,2024-01-15 15:16:35.007919424,TARGET2,CCP,OUTFLOW,760191.87,3
PAY-001944,2024-01-15 15:12:52.868609421,2024-01-15 15:20:23.509741128,TARGET2,BANK,OUTFLOW,11741.97,3
PAY-001487,2024-01-15 15:14:04.877570495,2024-01-15 15:24:04.723590068,SWIFT,BANK,INFLOW,301028.42,2
PAY-000677,2024-01-15 15:14:13.302874815,2024-01-15 15:19:16.677334503,SECURITIES,CCP,OUTFLOW,228867.48,3
PAY-000514,2024-01-15 15:14:44.897309345,2024-01-15 15:20:24.996242624,INTERNAL,CCP,OUTFLOW,138976.42,0
PAY-001178,2024-01-15 15:14:59.348102236,2024-01-15 15:22:05.416038169,INTERNAL,CORPORATE,OUTFLOW,468947.95,1
PAY-001365,2024-01-15 15:15:10.533122750,2024-01-15 15:21:18.141471879,SWIFT,CCP,INFLOW,52462.67,2
PAY-001147,2024-01-15 15:15:33.207955896,2024-01-15 15:19:06.437327631,TARGET2,CORPORATE,OUTFLOW,61778.51,1
PAY-000446,2024-01-15 15:15:59.036098627,2024-01-15 15:19:06.620590357,TARGET2,BANK,INFLOW,35232.09,2
PAY-001131,2024-01-15 15:16:17.739614366,2024-01-15 15:21:37.739045226,TARGET2,CCP,OUTFLOW,9073.32,3
PAY-000554,2024-01-15 15:16:32.225011568,2024-01-15 15:26:26.327096490,SWIFT,BANK,OUTFLOW,35023.14,3
PAY-001882,2024-01-15 15:17:18.780694810,2024-01-15 15:20:06.631383201,SECURITIES,CORPORATE,OUTFLOW,7188365.5,1
PAY-000778,2024-01-15 15:18:31.074842671,2024-01-15 15:26:02.979969419,TARGET2,BANK,OUTFLOW,100113.67,3
PAY-000202,2024-01-15 15:20:20.274507380,2024-01-15 15:29:45.471970019,SWIFT,CCP,INFLOW,112403.12,2
PAY-000042,2024-01-15 15:20:33.520592516,2024-01-15 15:29:28.163783604,SECURITIES,BANK,OUTFLOW,541924.75,3
PAY-000974,2024-01-15 15:20:37.373381474,2024-01-15 15:28:08.114640219,TARGET2,CORPORATE,OUTFLOW,36174.81,1
PAY-001690,2024-01-15 15:21:36.592881063,2024-01-15 15:25:42.173231314,INTERNAL,BANK,OUTFLOW,232313.1,0
PAY-001683,2024-01-15 15:22:21.132198817,2024-01-15 15:27:04.477894575,INTERNAL,BANK,OUTFLOW,140767.55,0
PAY-001234,2024-01-15 15:22:32.729502086,2024-01-15 15:26:36.525942281,TARGET2,BANK,OUTFLOW,320852.01,3
PAY-001913,2024-01-15 15:23:16.273023997,2024-01-15 15:27:50.144854180,TARGET2,CCP,INFLOW,46057.83,2
PAY-000475,2024-01-15 15:23:18.567641720,2024-01-15 15:32:53.149188658,TARGET2,CENTRAL_BANK,OUTFLOW,408707.01,1
PAY-000365,2024-01-15 15:23:30.959553965,2024-01-15 15:27:32.932328153,SWIFT,BANK,OUTFLOW,1082652.58,3
PAY-001988,2024-01-15 15:24:11.366244260,2024-01-15 15:30:14.780275102,TARGET2,CORPORATE,INFLOW,96551.08,2
PAY-001892,2024-01-15 15:24:40.822251055,2024-01-15 15:32:32.519244495,SWIFT,BANK,INFLOW,333112.59,2
PAY-000788,2024-01-15 15:24:46.220683246,2024-01-15 15:26:29.837433217,INTERNAL,CORPORATE,OUTFLOW,27939.0,1
PAY-000137,2024-01-15 15:24:53.954753674,2024-01-15 15:28:37.889385534,TARGET2,BANK,INFLOW,151800.99,2
PAY-000389,2024-01-15 15:27:17.652542591,2024-01-15 15:31:13.028682053,INTERNAL,CORPORATE,INFLOW,161795.68,0
PAY-000465,2024-01-15 15:27:18.440679939,2024-01-15 15:30:37.429970814,INTERNAL,BANK,OUTFLOW,51252.87,0
PAY-001693,2024-01-15 15:29:31.692311595,2024-01-15 15:35:31.724155467,TARGET2,CORPORATE,OUTFLOW,40251.14,1
PAY-000503,2024-01-15 15:29:35.353697641,2024-01-15 15:36:36.340614416,SECURITIES,BANK,OUTFLOW,254370.06,3
PAY-001404,2024-01-15 15:29:35.492604533,2024-01-15 15:34:16.137019051,SWIFT,BANK,INFLOW,67045.79,2
PAY-000696,2024-01-15 15:29:45.178311912,2024-01-15 15:36:56.025449524,SWIFT,CORPORATE,INFLOW,126731.02,2
PAY-000961,2024-01-15 15:30:08.320570157,2024-01-15 15:39:56.877243558,TARGET2,BANK,OUTFLOW,17949.48,3
PAY-000501,2024-01-15 15:30:39.339036964,2024-01-15 15:36:25.725346473,INTERNAL,CORPORATE,INFLOW,33784.08,0
PAY-000421,2024-01-15 15:30:48.659522816,2024-01-15 15:32:05.444980020,TARGET2,BANK,INFLOW,72188.69,2
PAY-001297,2024-01-15 15:31:03.128079216,2024-01-15 15:39:02.020018788,SWIFT,BANK,OUTFLOW,47234.41,3
PAY-000270,2024-01-15 15:31:03.701686848,2024-01-15 15:34:43.679243952,SWIFT,CCP,OUTFLOW,156020.97,3
PAY-000046,2024-01-15 15:31:15.105699172,2024-01-15 15:35:12.280136134,SWIFT,CORPORATE,INFLOW,47436.64,2
PAY-000114,2024-01-15 15:32:40.010451411,2024-01-15 15:39:09.102310399,TARGET2,CCP,OUTFLOW,165212.31,3
PAY-000976,2024-01-15 15:33:02.787850155,2024-01-15 15:42:06.781804574,TARGET2,CORPORATE,OUTFLOW,63078.02,1
PAY-000502,2024-01-15 15:33:03.405047776,2024-01-15 15:37:25.563677934,SWIFT,CCP,OUTFLOW,2351.34,3
PAY-000553,2024-01-15 15:33:05.231594350,2024-01-15 15:39:25.635262072,SWIFT,CORPORATE,INFLOW,38124.49,2
PAY-000767,2024-01-15 15:33:34.796332742,2024-01-15 15:38:42.951794423,INTERNAL,BANK,INFLOW,72209.18,0
PAY-001634,2024-01-15 15:33:43.986484120,2024-01-15 15:42:47.681136783,TARGET2,CCP,INFLOW,252325.1,2
PAY-001176,2024-01-15 15:33:58.535797045,2024-01-15 15:39:22.719493327,SECURITIES,CORPORATE,INFLOW,605700.33,0
PAY-000039,2024-01-15 15:34:08.255641293,2024-01-15 15:36:49.699257317,INTERNAL,CENTRAL_BANK,OUTFLOW,65420.28,0
PAY-000948,2024-01-15 15:34:27.310614544,2024-01-15 15:37:06.078333896,INTERNAL,CCP,INFLOW,12272.25,0
PAY-000954,2024-01-15 15:34:59.939158811,2024-01-15 15:44:34.127550531,TARGET2,CORPORATE,INFLOW,601817.87,2
PAY-001203,2024-01-15 15:35:11.013046052,2024-01-15 15:39:04.800797688,TARGET2,CORPORATE,INFLOW,8051.99,2
PAY-000875,2024-01-15 15:35:16.869628469,2024-01-15 15:43:59.507438064,INTERNAL,CORPORATE,INFLOW,158601.16,0
PAY-001429,2024-01-15 15:35:39.243803088,2024-01-15 15:39:20.903788499,SWIFT,CORPORATE,INFLOW,135161.36,2
PAY-001947,2024-01-15 15:36:07.404761231,2024-01-15 15:38:57.446485542,TARGET2,BANK,OUTFLOW,12175.65,3
PAY-001608,2024-01-15 15:36:31.914543330,2024-01-15 15:39:38.785137766,TARGET2,CORPORATE,OUTFLOW,9278.37,1
PAY-001916,2024-01-15 15:36:36.314999111,2024-01-15 15:41:16.033417465,SWIFT,CENTRAL_BANK,OUTFLOW,131607.25,1
PAY-001318,2024-01-15 15:36:45.221149032,2024-01-15 15:41:46.491175164,SWIFT,CENTRAL_BANK,INFLOW,30788.78,2
PAY-001150,2024-01-15 15:37:19.434731278,2024-01-15 15:38:20.315388998,INTERNAL,CENTRAL_BANK,OUTFLOW,275955.57,0
PAY-001116,2024-01-15 15:37:22.369080613,2024-01-15 15:45:14.490105106,TARGET2,CORPORATE,OUTFLOW,155386.3,1
PAY-000173,2024-01-15 15:37:29.605554319,2024-01-15 15:41:58.594796756,TARGET2,CCP,OUTFLOW,17342.33,3
PAY-001488,2024-01-15 15:37:56.632590386,2024-01-15 15:40:58.145350415,SWIFT,CENTRAL_BANK,INFLOW,38214.3,2
PAY-000614,2024-01-15 15:38:48.146488967,2024-01-15 15:42:03.475281144,TARGET2,CENTRAL_BANK,OUTFLOW,87903.44,1
PAY-001887,2024-01-15 15:39:22.205349084,2024-01-15 15:45:50.768548772,TARGET2,BANK,INFLOW,57994.47,2
PAY-000096,2024-01-15 15:39:42.315990643,2024-01-15 15:44:14.018920048,TARGET2,CORPORATE,OUTFLOW,27047.25,1
PAY-001439,2024-01-15 15:39:43.569435407,2024-01-15 15:44:33.059554606,SECURITIES,BANK,OUTFLOW,599212.94,3
PAY-000884,2024-01-15 15:39:48.557514681,2024-01-15 15:48:59.846028983,SWIFT,CORPORATE,OUTFLOW,302099.49,1
PAY-001564,2024-01-15 15:41:53.223766281,2024-01-15 15:46:13.266545527,SWIFT,CORPORATE,INFLOW,815674.2,2
PAY-001399,2024-01-15 15:42:42.187235598,2024-01-15 15:45:34.899752653,INTERNAL,BANK,INFLOW,168841.13,0
PAY-001727,2024-01-15 15:43:47.961200950,2024-01-15 15:53:35.314395616,TARGET2,CORPORATE,OUTFLOW,92532.44,1
PAY-000886,2024-01-15 15:43:49.813162174,2024-01-15 15:53:46.723646088,TARGET2,BANK,INFLOW,3874986.1,2
PAY-000904,2024-01-15 15:44:20.498407637,2024-01-15 15:50:19.396067529,INTERNAL,CORPORATE,INFLOW,91669.06,0
PAY-001700,2024-01-15 15:44:46.547623730,2024-01-15 15:45:58.859757420,SWIFT,CORPORATE,OUTFLOW,186811.89,1
PAY-001966,2024-01-15 15:45:22.730829890,2024-01-15 15:53:49.972344639,SECURITIES,CENTRAL_BANK,OUTFLOW,293736.13,1
PAY-001857,2024-01-15 15:45:53.956697676,2024-01-15 15:48:38.716721702,TARGET2,CORPORATE,INFLOW,75841.0,2
PAY-000506,2024-01-15 15:46:21.429092957,2024-01-15 15:52:16.817856188,TARGET2,CORPORATE,INFLOW,20326.34,2
PAY-001369,2024-01-15 15:46:44.658458405,2024-01-15 15:51:19.218755876,SWIFT,CCP,INFLOW,918086.99,2
PAY-000830,2024-01-15 15:47:28.855480763,2024-01-15 15:55:04.307428733,INTERNAL,CCP,INFLOW,152865.72,0
PAY-001422,2024-01-15 15:47:30.090773877,2024-01-15 15:52:12.182380292,SWIFT,CCP,INFLOW,107756.93,2
PAY-000242,2024-01-15 15:47:54.868266247,2024-01-15 15:49:22.843028692,SWIFT,CORPORATE,OUTFLOW,177238.61,1
